account_id,tier,mrr,contract_start_date,contract_term_months,payment_method_age_days,payment_reliability_score,customer_health_score,licensed_users,actual_users,total_invoices,failed_payment_count,last_login_days_ago,support_tickets_90d,feature_adoption_pct,has_leakage,leakage_type,monthly_leakage_amount,estimated_annual_leakage,detection_difficulty,payment_failure_rate,user_utilization_ratio,days_since_contract_start,revenue_per_user,engagement_score,payment_risk,health_risk,engagement_risk,overutilization
ACC000290,Enterprise,2499,2024-04-10,36,170,0.466,71.0,500,151,20,2,12,2,41.1,False,None,0.0,0.0,N/A,0.1,0.302,604,4.998,59.86,1,0,0,0
ACC000291,Starter,99,2024-06-13,12,270,0.74,87.7,5,5,18,0,58,3,50.4,False,None,0.0,0.0,N/A,0.0,1.0,540,19.8,47.04,0,0,1,0
ACC000292,Starter,99,2025-08-22,36,74,0.203,84.6,5,3,3,0,52,2,52.4,False,None,0.0,0.0,N/A,0.0,0.6,105,19.8,50.64,1,0,1,0
ACC000293,Business,799,2025-04-01,12,241,0.66,66.7,100,67,8,0,33,3,78.3,False,None,0.0,0.0,N/A,0.0,0.67,248,7.99,73.78,1,0,1,0
ACC000294,Business,799,2024-09-25,36,355,0.973,87.1,100,73,14,0,50,2,25.9,False,None,0.0,0.0,N/A,0.0,0.73,436,7.99,35.54,0,0,1,0
ACC000295,Starter,99,2025-06-16,24,346,0.948,73.7,5,4,5,0,68,5,73.7,False,None,0.0,0.0,N/A,0.0,0.8,172,19.8,57.019999999999996,0,0,1,0
ACC000296,Professional,299,2024-08-13,24,321,0.879,71.1,20,19,15,0,62,2,62.6,False,None,0.0,0.0,N/A,0.0,0.95,479,14.95,52.760000000000005,0,0,1,0
ACC000297,Professional,299,2024-03-01,12,317,0.868,78.1,20,21,21,0,8,5,75.9,False,None,0.0,0.0,N/A,0.0,1.05,644,14.95,82.34,0,0,0,0
ACC000298,Starter,99,2025-01-09,36,351,0.962,47.9,5,4,11,0,36,0,91.3,False,None,0.0,0.0,N/A,0.0,0.8,330,19.8,80.38,0,1,1,0
ACC000299,Professional,299,2025-01-17,36,47,0.129,69.6,20,6,10,0,55,4,65.1,False,None,0.0,0.0,N/A,0.0,0.3,322,14.95,57.059999999999995,1,0,1,0
ACC000300,Starter,99,2025-05-29,36,361,0.989,89.2,5,5,6,0,12,2,72.6,True,Expired_Payment_Method,99.0,1188.0,Easy,0.0,1.0,190,19.8,78.75999999999999,0,0,0,0
ACC000301,Enterprise,2499,2024-06-09,12,356,0.975,72.8,500,494,18,0,38,2,64.7,False,None,0.0,0.0,N/A,0.0,0.988,544,4.998,63.620000000000005,0,0,1,0
ACC000302,Professional,299,2025-08-08,12,167,0.458,70.4,20,10,3,0,7,1,61.6,False,None,0.0,0.0,N/A,0.0,0.5,119,14.95,74.16,1,0,0,0
ACC000303,Business,799,2024-11-10,24,192,0.526,96.3,100,73,13,0,55,1,61.4,False,None,0.0,0.0,N/A,0.0,0.73,390,7.99,54.839999999999996,1,0,1,0
ACC000304,Business,799,2025-04-10,12,272,0.745,81.0,100,91,7,0,52,3,54.1,False,None,0.0,0.0,N/A,0.0,0.91,239,7.99,51.660000000000004,0,0,1,0
ACC000305,Enterprise,2499,2024-02-05,36,93,0.255,69.5,500,575,22,1,21,1,64.2,True,Failed_Payment_Retry,374.85,4498.2,Easy,0.045454545454545456,1.15,669,4.998,70.12,1,0,0,1
ACC000306,Business,799,2025-03-11,12,313,0.858,86.5,100,106,8,0,48,2,65.4,False,None,0.0,0.0,N/A,0.0,1.06,269,7.99,60.040000000000006,0,0,1,0
ACC000307,Professional,299,2023-12-12,36,124,0.34,84.9,20,21,24,3,63,4,73.9,False,None,0.0,0.0,N/A,0.125,1.05,724,14.95,59.14,1,0,1,0
ACC000308,Starter,99,2024-01-18,12,119,0.326,84.6,5,3,22,0,59,0,71.5,False,None,0.0,0.0,N/A,0.0,0.6,687,19.8,59.3,1,0,1,0
ACC000309,Starter,99,2024-12-20,24,131,0.359,71.3,5,3,11,0,85,2,86.2,False,None,0.0,0.0,N/A,0.0,0.6,350,19.8,57.72,1,0,1,0
ACC000310,Business,799,2025-08-28,24,148,0.405,85.0,100,71,3,0,86,2,76.4,False,None,0.0,0.0,N/A,0.0,0.71,99,7.99,51.440000000000005,1,0,1,0
ACC000311,Starter,99,2024-02-25,12,38,0.104,86.2,5,1,21,5,56,2,50.9,True,Billing_System_Error,9.88,118.57,Medium,0.23809523809523808,0.2,649,19.8,48.14,1,0,1,0
ACC000312,Professional,299,2024-09-18,36,154,0.422,98.0,20,17,14,1,81,0,71.0,False,None,0.0,0.0,N/A,0.07142857142857142,0.85,443,14.95,50.2,1,0,1,0
ACC000313,Starter,99,2024-06-29,36,129,0.353,78.2,5,5,17,0,58,5,79.8,False,None,0.0,0.0,N/A,0.0,1.0,524,19.8,64.67999999999999,1,0,1,0
ACC000314,Starter,99,2024-11-01,12,197,0.54,94.8,5,3,13,1,61,0,74.1,False,None,0.0,0.0,N/A,0.07692307692307693,0.6,399,19.8,60.059999999999995,1,0,1,0
ACC000315,Starter,99,2025-05-20,12,196,0.537,85.8,5,5,6,0,73,2,51.3,True,Failed_Payment_Retry,14.85,178.2,Easy,0.0,1.0,199,19.8,41.58,1,0,1,0
ACC000316,Starter,99,2024-09-04,36,152,0.416,84.8,5,2,15,0,89,3,73.1,True,Failed_Payment_Retry,14.85,178.2,Easy,0.0,0.4,457,19.8,48.25999999999999,1,0,1,0
ACC000317,Starter,99,2024-11-08,12,338,0.926,85.0,5,2,13,0,50,2,76.4,False,None,0.0,0.0,N/A,0.0,0.4,392,19.8,65.84,0,0,1,0
ACC000318,Business,799,2024-11-29,12,290,0.795,88.8,100,37,12,0,87,1,76.3,True,Contract_Terms_Error,120.15,1441.86,Hard,0.0,0.37,371,7.99,50.98,0,0,1,0
ACC000319,Starter,99,2025-07-18,36,255,0.699,76.6,5,5,4,0,36,3,58.6,False,None,0.0,0.0,N/A,0.0,1.0,140,19.8,60.76,1,0,1,0
ACC000320,Starter,99,2025-01-14,36,181,0.496,75.2,5,2,10,0,28,2,64.8,False,None,0.0,0.0,N/A,0.0,0.4,325,19.8,67.67999999999999,1,0,0,0
ACC000321,Professional,299,2025-02-24,36,129,0.353,59.5,20,14,9,1,86,1,46.2,True,Failed_Payment_Retry,44.85,538.2,Easy,0.1111111111111111,0.7,284,14.95,33.32,1,1,1,0
ACC000322,Professional,299,2025-04-19,36,50,0.137,72.9,20,12,7,0,80,1,77.4,False,None,0.0,0.0,N/A,0.0,0.6,230,14.95,54.440000000000005,1,0,1,0
ACC000323,Business,799,2025-07-28,24,226,0.619,78.1,100,79,4,0,4,1,89.5,True,Failed_Payment_Retry,119.85,1438.2,Easy,0.0,0.79,130,7.99,92.1,1,0,0,0
ACC000324,Starter,99,2024-01-22,24,68,0.186,62.1,5,1,22,1,11,1,80.5,False,None,0.0,0.0,N/A,0.045454545454545456,0.2,683,19.8,83.9,1,0,0,0
ACC000325,Enterprise,2499,2024-11-08,24,213,0.584,87.3,500,492,13,1,22,2,82.9,False,None,0.0,0.0,N/A,0.07692307692307693,0.984,392,4.998,80.94,1,0,0,0
ACC000326,Professional,299,2025-02-13,12,277,0.759,80.2,20,13,9,0,46,2,48.7,False,None,0.0,0.0,N/A,0.0,0.65,295,14.95,50.82,0,0,1,0
ACC000327,Starter,99,2024-03-12,36,140,0.384,93.1,5,5,21,2,21,4,45.4,True,Failed_Payment_Retry,14.85,178.2,Easy,0.09523809523809523,1.0,633,19.8,58.84,1,0,0,0
ACC000328,Starter,99,2024-12-17,24,152,0.416,82.0,5,4,11,1,43,4,59.5,True,Failed_Payment_Retry,14.85,178.2,Easy,0.09090909090909091,0.8,353,19.8,58.5,1,0,1,0
ACC000329,Starter,99,2025-05-12,24,39,0.107,69.7,5,5,6,0,18,1,67.3,False,None,0.0,0.0,N/A,0.0,1.0,207,19.8,73.18,1,0,0,0
ACC000330,Starter,99,2025-01-18,36,346,0.948,61.6,5,2,10,0,50,3,73.9,True,Expired_Payment_Method,99.0,1188.0,Easy,0.0,0.4,321,19.8,64.34,0,0,1,0
ACC000331,Professional,299,2024-02-14,24,47,0.129,73.7,20,16,22,3,50,1,69.9,False,None,0.0,0.0,N/A,0.13636363636363635,0.8,660,14.95,61.940000000000005,1,0,1,0
ACC000332,Business,799,2025-08-23,24,275,0.753,67.8,100,84,3,0,15,2,79.1,False,None,0.0,0.0,N/A,0.0,0.84,104,7.99,81.46,0,0,0,0
ACC000333,Professional,299,2024-05-29,24,345,0.945,50.6,20,12,18,0,86,3,74.9,False,None,0.0,0.0,N/A,0.0,0.6,555,14.95,50.540000000000006,0,1,1,0
ACC000334,Starter,99,2024-12-12,36,196,0.537,85.8,5,5,11,0,81,2,62.1,False,None,0.0,0.0,N/A,0.0,1.0,358,19.8,44.86,1,0,1,0
ACC000335,Starter,99,2024-08-22,12,346,0.948,94.7,5,4,15,0,29,0,79.3,False,None,0.0,0.0,N/A,0.0,0.8,470,19.8,75.98,0,0,0,0
ACC000336,Starter,99,2024-05-12,12,318,0.871,97.3,5,2,19,0,71,1,71.2,False,None,0.0,0.0,N/A,0.0,0.4,572,19.8,54.32,0,0,1,0
ACC000337,Professional,299,2024-10-06,36,114,0.312,89.6,20,22,14,0,82,4,80.0,False,None,0.0,0.0,N/A,0.0,1.1,425,14.95,55.2,1,0,1,0
ACC000338,Starter,99,2025-07-04,36,238,0.652,97.4,5,5,5,0,89,0,74.1,True,Failed_Payment_Retry,14.85,178.2,Easy,0.0,1.0,154,19.8,48.85999999999999,1,0,1,0
ACC000339,Professional,299,2024-11-01,36,210,0.575,74.0,20,9,13,1,14,3,45.7,False,None,0.0,0.0,N/A,0.07692307692307693,0.45,399,14.95,61.82,1,0,0,0
ACC000340,Starter,99,2025-04-16,12,20,0.055,84.7,5,4,7,0,38,1,47.8,False,None,0.0,0.0,N/A,0.0,0.8,233,19.8,53.48,1,0,1,0
ACC000341,Starter,99,2024-04-20,12,50,0.137,83.3,5,2,19,4,30,5,62.0,False,None,0.0,0.0,N/A,0.21052631578947367,0.4,594,19.8,65.19999999999999,1,0,0,0
ACC000342,Starter,99,2024-03-05,12,199,0.545,86.9,5,2,21,0,58,5,71.3,False,None,0.0,0.0,N/A,0.0,0.4,640,19.8,59.58,1,0,1,0
ACC000343,Starter,99,2024-08-23,36,357,0.978,89.1,5,3,15,0,69,1,90.0,True,Expired_Payment_Method,99.0,1188.0,Easy,0.0,0.6,469,19.8,66.4,0,0,1,0
ACC000344,Starter,99,2024-07-04,36,80,0.219,69.6,5,4,17,2,53,2,73.4,False,None,0.0,0.0,N/A,0.11764705882352941,0.8,519,19.8,62.84,1,0,1,0
ACC000345,Enterprise,2499,2025-05-28,24,316,0.866,71.9,500,411,6,0,52,3,74.8,True,Expired_Payment_Method,2499.0,29988.0,Easy,0.0,0.822,191,4.998,64.08,0,0,1,0
ACC000346,Professional,299,2024-11-24,12,354,0.97,67.5,20,20,12,0,47,0,61.7,True,Expired_Payment_Method,299.0,3588.0,Easy,0.0,1.0,376,14.95,58.220000000000006,0,0,1,0
ACC000347,Business,799,2025-01-27,24,228,0.625,84.2,100,100,10,0,30,1,74.1,False,None,0.0,0.0,N/A,0.0,1.0,312,7.99,72.46,1,0,0,0
ACC000348,Professional,299,2024-08-31,12,352,0.964,91.7,20,7,15,0,47,1,58.3,False,None,0.0,0.0,N/A,0.0,0.35,461,14.95,56.18,0,0,1,0
ACC000349,Professional,299,2024-02-27,36,184,0.504,69.4,20,13,21,2,7,5,53.8,False,None,0.0,0.0,N/A,0.09523809523809523,0.65,647,14.95,69.47999999999999,1,0,0,0
ACC000350,Professional,299,2024-07-26,24,98,0.268,74.3,20,8,16,1,15,1,65.5,False,None,0.0,0.0,N/A,0.0625,0.4,497,14.95,73.3,1,0,0,0
ACC000351,Business,799,2024-05-29,12,340,0.932,67.5,100,102,18,0,27,0,68.7,False,None,0.0,0.0,N/A,0.0,1.02,555,7.99,70.42,0,0,0,0
ACC000352,Starter,99,2024-01-04,12,26,0.071,74.9,5,3,23,3,42,1,84.3,True,Failed_Payment_Retry,14.85,178.2,Easy,0.13043478260869565,0.6,701,19.8,73.78,1,0,1,0
ACC000353,Professional,299,2024-12-31,12,290,0.795,83.4,20,19,11,0,26,1,82.1,False,None,0.0,0.0,N/A,0.0,0.95,339,14.95,78.86,0,0,0,0
ACC000354,Professional,299,2025-06-28,36,107,0.293,91.3,20,15,5,0,75,0,55.6,True,Failed_Payment_Retry,44.85,538.2,Easy,0.0,0.75,160,14.95,43.36,1,0,1,0
ACC000355,Professional,299,2025-01-28,12,169,0.463,63.3,20,7,10,0,18,2,63.9,False,None,0.0,0.0,N/A,0.0,0.35,311,14.95,71.14,1,0,0,0
ACC000356,Professional,299,2024-01-05,12,142,0.389,54.9,20,19,23,0,18,0,86.3,False,None,0.0,0.0,N/A,0.0,0.95,700,14.95,84.58,1,1,0,0
ACC000357,Starter,99,2025-04-26,36,129,0.353,91.4,5,5,7,0,22,3,40.3,True,Failed_Payment_Retry,14.85,178.2,Easy,0.0,1.0,223,19.8,55.379999999999995,1,0,0,0
ACC000358,Starter,99,2025-05-17,36,14,0.038,93.9,5,5,6,0,16,1,80.1,False,None,0.0,0.0,N/A,0.0,1.0,202,19.8,81.66,1,0,0,0
ACC000359,Starter,99,2025-08-22,24,122,0.334,62.4,5,3,3,0,75,4,60.1,True,Failed_Payment_Retry,14.85,178.2,Easy,0.0,0.6,105,19.8,46.06,1,0,1,0
ACC000360,Business,799,2024-10-10,12,90,0.247,47.4,100,35,14,2,33,0,40.4,True,Failed_Payment_Retry,119.85,1438.2,Easy,0.14285714285714285,0.35,421,7.99,51.04,1,1,1,0
ACC000361,Starter,99,2025-07-15,12,216,0.592,81.7,5,4,4,0,67,2,40.4,False,None,0.0,0.0,N/A,0.0,0.8,143,19.8,37.44,1,0,1,0
ACC000362,Starter,99,2025-05-13,36,33,0.09,66.4,5,4,6,1,60,1,80.5,True,Failed_Payment_Retry,14.85,178.2,Easy,0.16666666666666666,0.8,206,19.8,64.3,1,0,1,0
ACC000363,Professional,299,2024-06-04,24,263,0.721,84.5,20,22,18,1,75,1,40.4,False,None,0.0,0.0,N/A,0.05555555555555555,1.1,549,14.95,34.239999999999995,0,0,1,0
ACC000364,Professional,299,2025-05-18,24,258,0.707,64.2,20,15,6,0,28,1,71.2,False,None,0.0,0.0,N/A,0.0,0.75,201,14.95,71.52,0,0,0,0
ACC000365,Professional,299,2023-12-17,12,338,0.926,97.4,20,17,23,0,66,2,85.4,False,None,0.0,0.0,N/A,0.0,0.85,719,14.95,64.84,0,0,1,0
ACC000366,Business,799,2024-11-02,24,330,0.904,71.5,100,96,13,0,3,3,61.8,True,Expired_Payment_Method,799.0,9588.0,Easy,0.0,0.96,398,7.99,75.88,0,0,0,0
ACC000367,Enterprise,2499,2025-07-06,24,206,0.564,72.4,500,442,5,0,54,2,72.1,False,None,0.0,0.0,N/A,0.0,0.884,152,4.998,61.66,1,0,1,0
ACC000368,Starter,99,2025-05-19,24,365,1.0,78.2,5,2,6,0,56,0,72.2,True,Expired_Payment_Method,99.0,1188.0,Easy,0.0,0.4,200,19.8,60.92,0,0,1,0
ACC000369,Professional,299,2025-06-23,12,165,0.452,81.5,20,8,5,0,77,0,92.2,False,None,0.0,0.0,N/A,0.0,0.4,165,14.95,64.52,1,0,1,0
ACC000370,Professional,299,2025-04-08,12,65,0.178,72.6,20,21,8,0,35,1,54.3,False,None,0.0,0.0,N/A,0.0,1.05,241,14.95,58.58,1,0,1,0
ACC000371,Professional,299,2023-12-07,36,300,0.822,82.8,20,9,24,0,70,0,78.0,True,Billing_System_Error,60.34,724.12,Medium,0.0,0.45,729,14.95,58.8,0,0,1,0
ACC000372,Starter,99,2024-10-09,24,306,0.838,94.5,5,4,14,0,67,3,63.2,False,None,0.0,0.0,N/A,0.0,0.8,422,19.8,51.120000000000005,0,0,1,0
ACC000373,Professional,299,2024-11-09,24,259,0.71,62.1,20,18,13,0,77,0,82.2,False,None,0.0,0.0,N/A,0.0,0.9,391,14.95,58.52,0,0,1,0
ACC000374,Starter,99,2024-06-23,12,360,0.986,84.9,5,4,17,0,14,1,70.1,False,None,0.0,0.0,N/A,0.0,0.8,530,19.8,76.46,0,0,0,0
ACC000375,Professional,299,2024-02-20,36,111,0.304,75.0,20,8,21,2,55,3,72.6,False,None,0.0,0.0,N/A,0.09523809523809523,0.4,654,14.95,61.559999999999995,1,0,1,0
ACC000376,Starter,99,2024-06-01,12,212,0.581,65.3,5,4,18,2,43,2,81.2,False,None,0.0,0.0,N/A,0.1111111111111111,0.8,552,19.8,71.52,1,0,1,0
ACC000377,Starter,99,2024-05-30,24,213,0.584,72.8,5,2,18,1,12,1,46.8,True,Failed_Payment_Retry,14.85,178.2,Easy,0.05555555555555555,0.4,554,19.8,63.28,1,0,0,0
ACC000378,Professional,299,2024-10-21,24,161,0.441,91.4,20,14,13,1,85,3,65.4,False,None,0.0,0.0,N/A,0.07692307692307693,0.7,410,14.95,45.24,1,0,1,0
ACC000379,Business,799,2024-12-19,24,79,0.216,57.2,100,69,11,0,87,3,67.2,False,None,0.0,0.0,N/A,0.0,0.69,351,7.99,45.52,1,1,1,0
ACC000380,Starter,99,2024-05-09,12,47,0.129,71.0,5,4,19,0,10,2,66.5,False,None,0.0,0.0,N/A,0.0,0.8,575,19.8,75.9,1,0,0,0
ACC000381,Professional,299,2025-06-03,24,50,0.137,82.2,20,10,6,1,47,4,75.1,False,None,0.0,0.0,N/A,0.16666666666666666,0.5,185,14.95,66.25999999999999,1,0,1,0
ACC000382,Business,799,2025-04-26,36,31,0.085,80.5,100,86,7,0,75,2,67.2,False,None,0.0,0.0,N/A,0.0,0.86,223,7.99,50.32,1,0,1,0
ACC000383,Professional,299,2024-02-09,36,169,0.463,72.5,20,18,22,2,85,1,59.1,False,None,0.0,0.0,N/A,0.09090909090909091,0.9,665,14.95,41.46,1,0,1,0
ACC000384,Enterprise,2499,2025-05-04,24,182,0.499,88.7,500,417,7,0,85,3,70.5,False,None,0.0,0.0,N/A,0.0,0.834,215,4.998,48.3,1,0,1,0
ACC000385,Professional,299,2024-06-30,36,27,0.074,91.9,20,6,17,2,36,2,85.3,False,None,0.0,0.0,N/A,0.11764705882352941,0.3,523,14.95,76.78,1,0,1,0
ACC000386,Starter,99,2024-01-01,24,181,0.496,69.1,5,4,23,2,13,1,60.8,False,None,0.0,0.0,N/A,0.08695652173913043,0.8,704,19.8,71.28,1,0,0,0
ACC000387,Starter,99,2024-01-24,36,109,0.299,92.2,5,3,22,3,19,2,53.2,True,Failed_Payment_Retry,14.85,178.2,Easy,0.13636363636363635,0.6,681,19.8,64.32,1,0,0,0
ACC000388,Enterprise,2499,2024-05-01,12,56,0.153,86.2,500,319,19,0,44,3,80.6,True,Failed_Payment_Retry,374.85,4498.2,Easy,0.0,0.638,583,4.998,70.75999999999999,1,0,1,0
ACC000389,Professional,299,2024-02-15,24,59,0.162,76.4,20,11,21,3,35,0,43.9,False,None,0.0,0.0,N/A,0.14285714285714285,0.55,659,14.95,52.34,1,0,1,0
ACC000390,Professional,299,2024-01-28,12,220,0.603,83.7,20,10,22,2,71,3,74.0,False,None,0.0,0.0,N/A,0.09090909090909091,0.5,677,14.95,56.0,1,0,1,0
ACC000391,Starter,99,2023-12-10,36,346,0.948,90.0,5,5,24,0,82,1,61.5,False,None,0.0,0.0,N/A,0.0,1.0,726,19.8,44.1,0,0,1,0
ACC000392,Starter,99,2024-02-14,12,312,0.855,79.3,5,3,22,0,84,3,53.6,False,None,0.0,0.0,N/A,0.0,0.6,660,19.8,38.559999999999995,0,0,1,0
ACC000393,Starter,99,2024-12-07,12,93,0.255,93.5,5,1,12,2,34,0,72.6,False,None,0.0,0.0,N/A,0.16666666666666666,0.2,363,19.8,69.96,1,0,1,0
ACC000394,Starter,99,2024-10-25,24,180,0.493,34.9,5,4,13,0,0,2,50.0,True,Downgrade_Not_Processed,39.6,475.2,Easy,0.0,0.8,406,19.8,70.0,1,1,0,0
ACC000395,Starter,99,2025-03-05,12,290,0.795,75.6,5,2,9,0,84,5,61.2,True,Billing_System_Error,7.07,84.83,Medium,0.0,0.4,275,19.8,43.12,0,0,1,0
ACC000396,Business,799,2024-07-23,12,73,0.2,85.5,100,94,16,0,81,3,44.6,True,Billing_System_Error,128.13,1537.51,Medium,0.0,0.94,500,7.99,34.36,1,0,1,0
ACC000397,Starter,99,2025-08-06,12,272,0.745,71.4,5,2,4,0,27,1,77.9,True,Billing_System_Error,8.54,102.42,Medium,0.0,0.4,121,19.8,75.94,0,0,0,0
ACC000398,Enterprise,2499,2024-08-17,24,233,0.638,49.8,500,362,15,0,43,3,87.3,False,None,0.0,0.0,N/A,0.0,0.724,475,4.998,75.17999999999999,1,1,1,0
ACC000399,Professional,299,2025-03-29,24,160,0.438,81.7,20,11,8,0,41,2,92.2,False,None,0.0,0.0,N/A,0.0,0.55,251,14.95,78.92,1,0,1,0
ACC000400,Professional,299,2024-02-03,36,44,0.121,77.1,20,14,22,4,6,2,82.8,False,None,0.0,0.0,N/A,0.18181818181818182,0.7,671,14.95,87.28,1,0,0,0
ACC000401,Starter,99,2025-03-31,12,317,0.868,74.8,5,4,8,0,6,1,84.4,True,Expired_Payment_Method,99.0,1188.0,Easy,0.0,0.8,249,19.8,88.24000000000001,0,0,0,0
ACC000402,Business,799,2025-06-15,24,227,0.622,79.0,100,54,5,0,84,3,65.3,True,Failed_Payment_Retry,119.85,1438.2,Easy,0.0,0.54,173,7.99,45.58,1,0,1,0
ACC000403,Starter,99,2024-06-29,24,311,0.852,93.2,5,1,17,0,56,0,75.3,False,None,0.0,0.0,N/A,0.0,0.2,524,19.8,62.78,0,0,1,0
ACC000404,Professional,299,2024-07-09,24,111,0.304,81.0,20,9,17,1,65,4,63.8,False,None,0.0,0.0,N/A,0.058823529411764705,0.45,514,14.95,52.279999999999994,1,0,1,0
ACC000405,Starter,99,2025-05-13,24,221,0.605,86.3,5,3,6,0,14,1,60.6,False,None,0.0,0.0,N/A,0.0,0.6,206,19.8,70.75999999999999,1,0,0,0
ACC000406,Professional,299,2024-11-20,36,348,0.953,70.3,20,16,12,0,75,0,65.4,False,None,0.0,0.0,N/A,0.0,0.8,380,14.95,49.24,0,0,1,0
ACC000407,Starter,99,2024-04-26,36,342,0.937,72.2,5,4,19,0,39,2,75.2,True,Billing_System_Error,24.69,296.23,Medium,0.0,0.8,588,19.8,69.52,0,0,1,0
ACC000408,Professional,299,2025-07-22,12,203,0.556,91.3,20,14,4,0,76,2,58.5,True,Failed_Payment_Retry,44.85,538.2,Easy,0.0,0.7,136,14.95,44.7,1,0,1,0
ACC000409,Starter,99,2025-07-12,12,105,0.288,75.1,5,1,4,0,38,0,93.7,True,Failed_Payment_Retry,14.85,178.2,Easy,0.0,0.2,146,19.8,81.02,1,0,1,0
ACC000410,Starter,99,2025-02-02,12,131,0.359,90.0,5,5,10,1,37,1,76.9,False,None,0.0,0.0,N/A,0.1,1.0,306,19.8,71.34,1,0,1,0
ACC000411,Starter,99,2024-10-06,12,4,0.011,75.7,5,2,14,1,63,0,95.1,False,None,0.0,0.0,N/A,0.07142857142857142,0.4,425,19.8,71.86,1,0,1,0
ACC000412,Business,799,2024-06-23,12,67,0.184,83.4,100,117,17,3,48,2,89.6,True,Contract_Terms_Error,134.48,1613.75,Hard,0.17647058823529413,1.17,530,7.99,74.56,1,0,1,1
ACC000413,Starter,99,2024-03-10,36,118,0.323,80.6,5,3,21,3,64,2,62.9,False,None,0.0,0.0,N/A,0.14285714285714285,0.6,635,19.8,52.13999999999999,1,0,1,0
ACC000414,Business,799,2024-02-12,36,182,0.499,85.2,100,65,22,3,9,3,75.2,False,None,0.0,0.0,N/A,0.13636363636363635,0.65,662,7.99,81.52,1,0,0,0
ACC000415,Professional,299,2024-07-27,36,22,0.06,89.1,20,12,16,1,55,3,42.6,False,None,0.0,0.0,N/A,0.0625,0.6,496,14.95,43.56,1,0,1,0
ACC000416,Professional,299,2025-08-18,24,40,0.11,81.2,20,15,3,0,40,1,91.6,True,Billing_System_Error,63.45,761.39,Medium,0.0,0.75,109,14.95,78.96,1,0,1,0
ACC000417,Professional,299,2024-01-26,24,294,0.805,89.3,20,11,22,0,51,4,62.8,True,Billing_System_Error,27.54,330.43,Medium,0.0,0.55,679,14.95,57.28,0,0,1,0
ACC000418,Starter,99,2024-07-06,24,59,0.162,82.8,5,5,17,2,51,3,65.6,False,None,0.0,0.0,N/A,0.11764705882352941,1.0,517,19.8,58.959999999999994,1,0,1,0
ACC000419,Professional,299,2025-08-16,24,88,0.241,70.6,20,17,3,0,79,3,50.8,False,None,0.0,0.0,N/A,0.0,0.85,111,14.95,38.879999999999995,1,0,1,0
ACC000420,Starter,99,2024-05-23,36,186,0.51,62.1,5,4,18,0,11,1,49.5,True,Failed_Payment_Retry,14.85,178.2,Easy,0.0,0.8,561,19.8,65.3,1,0,0,0
ACC000421,Starter,99,2024-06-16,12,125,0.342,92.1,5,4,17,2,55,2,66.3,False,None,0.0,0.0,N/A,0.11764705882352941,0.8,537,19.8,57.779999999999994,1,0,1,0
ACC000422,Business,799,2024-01-12,24,269,0.737,60.8,100,47,23,0,10,4,80.4,True,Contract_Terms_Error,152.07,1824.86,Hard,0.0,0.47,693,7.99,84.24000000000001,0,0,0,0
ACC000423,Business,799,2024-07-28,24,174,0.477,60.2,100,109,16,1,28,3,91.1,False,None,0.0,0.0,N/A,0.0625,1.09,495,7.99,83.46,1,0,0,0
ACC000424,Professional,299,2024-09-30,12,40,0.11,72.0,20,14,14,0,65,4,79.2,True,Failed_Payment_Retry,44.85,538.2,Easy,0.0,0.7,431,14.95,61.52,1,0,1,0
ACC000425,Starter,99,2025-05-13,36,262,0.718,60.7,5,2,6,0,24,0,45.9,False,None,0.0,0.0,N/A,0.0,0.4,206,19.8,57.94,0,0,0,0
ACC000426,Professional,299,2024-09-14,24,331,0.907,83.7,20,8,14,0,18,0,41.7,False,None,0.0,0.0,N/A,0.0,0.4,447,14.95,57.82000000000001,0,0,0,0
ACC000427,Starter,99,2025-01-08,12,75,0.205,81.9,5,4,11,1,32,1,75.5,True,Failed_Payment_Retry,14.85,178.2,Easy,0.09090909090909091,0.8,331,19.8,72.5,1,0,1,0
ACC000428,Business,799,2025-02-16,12,309,0.847,82.3,100,37,9,0,19,4,53.8,True,Billing_System_Error,137.16,1645.87,Medium,0.0,0.37,292,7.99,64.67999999999999,0,0,0,0
ACC000429,Starter,99,2025-06-21,12,322,0.882,88.6,5,5,5,0,63,0,48.4,False,None,0.0,0.0,N/A,0.0,1.0,167,19.8,43.84,0,0,1,0
ACC000430,Business,799,2024-05-19,36,297,0.814,69.3,100,71,18,0,57,3,53.5,False,None,0.0,0.0,N/A,0.0,0.71,565,7.99,49.3,0,0,1,0
ACC000431,Starter,99,2024-02-06,36,326,0.893,73.2,5,1,22,0,79,2,59.9,False,None,0.0,0.0,N/A,0.0,0.2,668,19.8,44.339999999999996,0,0,1,0
ACC000432,Starter,99,2024-10-11,36,162,0.444,71.5,5,3,14,1,19,0,76.1,False,None,0.0,0.0,N/A,0.07142857142857142,0.6,420,19.8,78.06,1,0,0,0
ACC000433,Starter,99,2024-06-13,12,241,0.66,87.1,5,3,18,0,56,0,72.8,True,Failed_Payment_Retry,14.85,178.2,Easy,0.0,0.6,540,19.8,61.28,1,0,1,0
ACC000434,Starter,99,2024-10-31,24,303,0.83,94.0,5,2,13,0,7,3,86.1,True,Expired_Payment_Method,99.0,1188.0,Easy,0.0,0.4,400,19.8,88.86,0,0,0,0
